a,f,re,pitch,coil_rad,Equivalent Tanks-in-Series
0.0015316455696202532,7.620253164556962,35.31645569620253,0.008924050632911393,0.008037974683544304,12.283583142104243
0.004367088607594937,6.481012658227848,18.10126582278481,0.012626582278481013,0.014367088607594936,4.250074804116325
0.0016202531645569621,4.4303797468354436,11.012658227848101,0.00920886075949367,0.013734177215189873,6.006871032435027
0.006582278481012659,3.670886075949367,21.645569620253166,0.013575949367088606,0.006139240506329114,5.247545636861123
0.0023291139240506327,3.2151898734177218,13.037974683544304,0.012911392405063291,0.006645569620253164,6.2385274610224
0.007822784810126583,6.936708860759494,43.41772151898734,0.009873417721518988,0.009050632911392405,8.21890463793362
0.001,4.582278481012658,30.759493670886076,0.011012658227848101,0.005379746835443038,18.391568079576402
0.0021518987341772153,5.189873417721519,32.27848101265823,0.008069620253164557,0.007784810126582278,9.107935049548647
0.003924050632911393,3.7468354430379747,19.11392405063291,0.012721518987341772,0.009177215189873418,4.900257498768682
0.007202531645569621,5.79746835443038,46.45569620253165,0.013765822784810127,0.008164556962025317,8.248577585234555
0.004721518987341772,6.632911392405063,28.227848101265824,0.009113924050632912,0.008670886075949367,4.29627369771307
0.0011772151898734177,4.506329113924051,35.822784810126585,0.0114873417721519,0.01018987341772152,23.16256129549648
0.007911392405063292,5.6455696202531644,27.721518987341774,0.007784810126582278,0.0062658227848101265,7.179957242245439
0.0026835443037974685,3.8227848101265822,14.556962025316455,0.00949367088607595,0.010822784810126582,9.596529379068766
0.0030379746835443038,4.3544303797468356,17.08860759493671,0.015,0.012468354430379747,8.961420882480308
0.005607594936708861,5.949367088607595,39.36708860759494,0.014335443037974682,0.011582278481012658,1.560603566135845
0.0042784810126582275,3.4430379746835444,40.88607594936709,0.010822784810126582,0.00930379746835443,8.1745952413928
0.0033924050632911395,4.658227848101266,46.9620253164557,0.010537974683544303,0.00740506329113924,6.467453477638145
0.005784810126582279,4.2025316455696204,44.936708860759495,0.012436708860759493,0.006392405063291139,7.284208139550902
0.0031265822784810127,2.6835443037974684,18.60759493670886,0.008544303797468355,0.009556962025316456,7.244937837587357
0.006405063291139241,4.962025316455696,45.949367088607595,0.007594936708860759,0.012721518987341772,1.6354572031355041
0.0028607594936708863,2.5316455696202533,26.20253164556962,0.012056962025316455,0.005126582278481013,8.55126343876836
0.0050759493670886075,6.556962025316456,48.9873417721519,0.008734177215189874,0.015,5.649906098354282
0.0066708860759493675,2.607594936708861,13.544303797468356,0.012246835443037975,0.013987341772151898,1.1571441129208135
0.0038354430379746837,2.2278481012658227,30.253164556962027,0.008829113924050632,0.009683544303797469,8.753940298618053
0.001088607594936709,6.784810126582278,11.518987341772153,0.01281645569620253,0.009430379746835443,6.204894586657923
0.003746835443037975,4.126582278481013,15.569620253164558,0.014145569620253165,0.0076582278481012655,3.862965548804093
0.005253164556962025,7.088607594936709,26.70886075949367,0.009968354430379746,0.009936708860759494,2.9163611306052184
0.005962025316455697,2.8354430379746836,42.911392405063296,0.013955696202531644,0.008544303797468355,3.659687490943141
0.005518987341772153,7.1645569620253164,44.43037974683544,0.011677215189873417,0.00689873417721519,8.159878590478332
0.004544303797468355,2.0,36.835443037974684,0.014240506329113924,0.006518987341772152,9.058832751425383
0.0013544303797468355,7.2405063291139244,27.21518987341772,0.008639240506329113,0.010569620253164557,12.57472117998264
0.0012658227848101266,5.341772151898734,33.29113924050633,0.014430379746835443,0.01170886075949367,20.38096497129438
0.0025949367088607595,5.8734177215189876,38.35443037974684,0.008164556962025317,0.005506329113924051,7.026371765566449
0.008,6.708860759493671,23.164556962025316,0.012341772151898734,0.01310126582278481,4.219551866069515
0.0032151898734177216,6.329113924050633,36.32911392405063,0.013481012658227848,0.011329113924050633,8.248577585234555
0.004810126582278481,2.759493670886076,25.18987341772152,0.010727848101265822,0.005253164556962025,6.765460164341964
0.004987341772151899,7.012658227848101,23.67088607594937,0.010632911392405063,0.007278481012658228,7.3633884769063105
0.006759493670886076,2.4556962025316453,25.69620253164557,0.01490506329113924,0.01120253164556962,4.062866442844232
0.006139240506329114,4.810126582278481,41.89873417721519,0.0075,0.013860759493670886,3.940297446468448
0.007556962025316456,5.5696202531645564,16.582278481012658,0.010917721518987341,0.010443037974683544,4.935704451619546
0.007468354430379747,7.848101265822785,45.44303797468355,0.010253164556962025,0.009810126582278481,5.200479858353262
0.0022405063291139242,3.1392405063291138,37.84810126582279,0.011772151898734177,0.008924050632911393,9.948679026210998
0.0072911392405063296,3.9746835443037973,29.240506329113927,0.014525316455696203,0.007151898734177215,5.93157983316011
0.002949367088607595,2.379746835443038,22.658227848101266,0.009778481012658227,0.01069620253164557,8.881044973520543
0.004012658227848102,5.265822784810126,48.481012658227854,0.008449367088607595,0.005886075949367089,1.1081689654253666
0.003569620253164557,7.772151898734178,17.59493670886076,0.01481012658227848,0.007531645569620253,6.050322886612372
0.006848101265822785,4.050632911392405,31.265822784810126,0.010063291139240507,0.008417721518987342,5.619446573544255
0.001708860759493671,2.9873417721518987,40.37974683544304,0.008259493670886076,0.005,15.386690172505029
0.0058734177215189875,8.0,42.40506329113924,0.013860759493670886,0.005632911392405063,7.271094444595674
0.0025063291139240506,6.405063291139241,19.620253164556964,0.01110759493670886,0.012974683544303797,13.538899667842742
0.007113924050632912,6.025316455696203,12.025316455696203,0.007689873417721519,0.014746835443037974,1.6237117724806915
0.0048987341772151905,4.2784810126582276,41.39240506329114,0.00939873417721519,0.01360759493670886,5.701039308415316
0.007379746835443038,6.177215189873418,34.30379746835443,0.011962025316455696,0.01259493670886076,5.649906098354282
0.006227848101265823,7.544303797468355,20.632911392405063,0.013670886075949367,0.012088607594936709,4.413979962897743
0.007025316455696203,4.886075949367089,33.79746835443038,0.011867088607594937,0.011835443037974683,5.763010384346791
0.0017974683544303798,7.69620253164557,47.9746835443038,0.010158227848101265,0.011962025316455696,16.65627558751937
0.0034810126582278484,5.037974683544304,12.531645569620252,0.014620253164556962,0.014873417721518987,8.659807013621945
0.003658227848101266,3.291139240506329,22.151898734177216,0.008354430379746836,0.012341772151898734,6.249778882210371
0.006050632911392405,7.3924050632911396,24.68354430379747,0.011582278481012658,0.006012658227848101,6.963351511886509
0.002417721518987342,7.3164556962025316,21.139240506329116,0.009588607594936708,0.010316455696202532,8.722449389249462
0.00569620253164557,6.253164556962026,32.78481012658228,0.010443037974683544,0.007911392405063292,7.828612400368582
0.006316455696202532,6.860759493670886,34.810126582278485,0.009683544303797469,0.013227848101265823,1.6120506944711224
0.0019746835443037974,2.0759493670886076,43.924050632911396,0.01471518987341772,0.014620253164556962,22.262310572131888
0.004455696202531646,5.113924050632912,10.50632911392405,0.01338607594936709,0.005759493670886076,5.963731238236437
0.006936708860759494,3.89873417721519,14.050632911392405,0.010348101265822784,0.014113924050632911,1.6472875966166047
0.0033037974683544306,5.417721518987342,47.46835443037975,0.01139240506329114,0.00879746835443038,8.3382407501783
0.007645569620253165,5.7215189873417724,37.34177215189874,0.012531645569620253,0.013354430379746835,5.731941096693746
0.0020632911392405064,2.151898734177215,24.17721518987342,0.012151898734177215,0.014240506329113924,17.901125710618427
0.0041012658227848105,2.3037974683544302,28.734177215189874,0.013291139240506329,0.012848101265822785,8.1745952413928
0.0018860759493670887,3.5949367088607596,29.746835443037977,0.01310126582278481,0.010949367088607595,16.037774933273727
0.005341772151898735,4.734177215189874,20.126582278481013,0.007974683544303798,0.012215189873417721,1.64136174121441
0.004632911392405063,7.468354430379747,39.87341772151899,0.009018987341772151,0.007025316455696202,6.227296295667658
0.005164556962025317,3.518987341772152,10.0,0.014050632911392405,0.011075949367088608,3.123047743973505
